"Url";"Titulo";"Descripcion";"Tipo";"Idioma"
"http://www.toysrus.es/product/index.jsp?productId=85881651";"Nancy - Muñeca de Colección Vicky Martin Berrocal";"Comprar Nancy - Muñeca de Colección Vicky Martin Berrocal - Nancy - Muñeca de Colección Vicky Martín Berrocal, una muñeca Nancy de colección con un traje de flamenca diseñado por Vicky Martín Berrocal, presentado por primera vez en SIMOF, desfile de moda flamenca de Sevilla en 2015. Para completar el look, tiene pendientes largos y flores en el pelo. Incluye un certificado de autenticidad. Edad recomendada: +4 años.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=93407771";"Patrulla Canina - Pack Mini Almohadillas Rosa";"Comprar Patrulla Canina - Pack Mini Almohadillas Rosa - Pack de dos alfombrillas protectoras. Son muy fáciles de instalar y son muy cómodas. Harán que el cinturón de seguridad no le apriete. Además, estarán encantados dado que viajan acompañados de sus personajes favoritos de la Patrulla Canina. Material: 100% poliéster. Universales. Fácil limpieza.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=45057881";"Kindconfort - Asiento Elevador Grupo 3 (De 22 a 36Kg)";"Comprar Kindconfort - Asiento Elevador Grupo 3 (De 22 a 36Kg) - Kindconfort - Asiento Elevador Grupo 3 (De 22 a 36Kg). Un asiento elevador para de coche, del grupo 3, para niños de 22 a 36 kg. Homologado según la normativa europea 44/04. Es desenfundable y lavable. Con regulador de altura del cinturón del vehículo.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=93920051";"Nurse - Be Cool - Silla Auto Jet I-Fix Black Crown Grupo 2-3 (De 15 a 36 Kg)";"Comprar Nurse - Be Cool - Silla Auto Jet I-Fix Black Crown Grupo 2-3 (De 15 a 36 Kg) - Nurse - Be Cool - Silla Auto Jet I-Fix Black Crown Grupo 2-3 (De 15 a 36 Kg), un elevador con respaldo adaptable al asiento del automóvil, para niños de 15 a 36 kg. Se instala mediante el sistema I-FIX. El cabezal y la parte de los hombros son ajustables en altura y anchura. Incluye el sistema Side Impact de protección lateral y el sistema Dual (se puede utilizar con y sin I-FIX). Homologación según norma ECE R44-04. Dimensiones: 72/82 x 47/53 x 41 cm. Peso: 6 kg.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=93407801";"Patrulla Canina - Organizador de Asiento Azul";"Comprar Patrulla Canina - Organizador de Asiento Azul - Organizador de asiento que se puede colgar en el asiento delantero del coche. Es fácil de instalar y muy práctico durante los viajes. Tiene 1 compartimento para guardar los juguetes y objetos de primera necesidad, entre otros. Además, viajan acompañados de sus personajes favoritos de La Patrulla Canina. Material: 100% PVC. Con red para almacenar. Universal. Fácil limpieza.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=93407791";"Patrulla Canina - Chase - Pegatina Niños a Bordo";"Comprar Patrulla Canina - Chase - Pegatina Niños a Bordo - Patrulla Canina - Chase - Pegatina niños a bordo, aumenta la seguridad de tu vehículo y de tus pequeños con esta pegatina de gran adherencia de  Chase de la serie   Patrulla Canina . Así mismo informarás a los demás conductores de la presencia de niños a bordo de tu vehículo.  La Patrulla Canina es una serie protagonizada por 6 heroicos cachorros: Chase, Marshall, Rocky, Zuma, Rubble y Skye, que son entrenados y dirigidos por Ryder, un niño de 10 años que los rescató y les enseñó a utilizar sus habilidades para ayudar a los demás, formando la Patrulla Canina. Dimensiones aproximadas: 28 x 19 x 0,01 cm (largo x ancho x alto).";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=93407781";"Patrulla Canina - Skye - Pegatina Niños a Bordo";"Comprar Patrulla Canina - Skye - Pegatina Niños a Bordo - Patrulla Canina - Skye - Pegatina niños a bordo, aumenta la seguridad de tu vehículo y de tus pequeños con esta pegatina de gran adherencia de  Skye de la serie   Patrulla Canina . Así mismo informarás a los demás conductores de la presencia de niños a bordo de tu vehículo.   La Patrulla Canina es una serie protagonizada por 6 heroicos cachorros: Chase, Marshall, Rocky, Zuma, Rubble y Skye, que son entrenados y dirigidos por Ryder, un niño de 10 años que los rescató y les enseñó a utilizar sus habilidades para ayudar a los demás, formando la Patrulla Canina. Dimensiones aproximadas: 28 x 19 x 0,01 cm (largo x ancho x alto).";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=17653801";"Monster High - Maletín";"Comprar Monster High - MaletÃ­n -  Monster High - MaletÃ­n , una cartera de extraescolares de poliéster, de 1 compartimento, con asa, tira bandolera y cierre de cremallera. Dimensiones: 38 x 28 x 6 cm. De color negro, tiene la imagen de algunas  Monster High  en mitad de la parte delantera. Ideal para los fans de Monster High.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=17551711";"Peppa Pig - Cohete y Coche Lunar Peppa";"Comprar Peppa Pig - Cohete y Coche Lunar Peppa - Peppa Pig - Cohete y Coche Lunar Peppa, un set espacial de Peppa Pig que incluye 1 cohete, 1 coche espacial y 3 figuras (Peppa Pig, George Pig y Danny Dog). Explora planetas desconocidos con el cohete espacial de Peppa Pig y su coche de exploración. Diviértete jugando a ser un gran astronauta con Peppa, George y su amigo Danny Dog. Edad recomendada: +3 años.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=16042621";"Peppa Pig - Peluche Peppa con Voz";"Comprar Peppa Pig - Peluche Peppa con Voz -  Peppa Pig - Peluche Peppa con Voz , un peluche con sonidos de la serie de TV y parte de la colección Peppa Pig. Escucha como habla Peppa Pig apretándole la barriguita. Este peluche de Peppa Pig de 30 cm, aproximadamente, dice 8 frases diferentes. Funciona con 3 pilas de botón LR44. Pilas incluidas. Edad recomendada: +18 meses.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=15596881";"Disney - Sillón Mickey Mouse (varios modelos)";"Comprar Disney - Sillón Mickey Mouse (varios modelos) - El Sillón Mickey Mouse rojo en poliéster es el precioso complemento para la habitación con el ratón de Disney favorito de los niños. Edad recomendada + 2 años.  Modelos surtidos. La selección del modelo de este producto se hará según la disponibilidad. Puedes recibir cualquier modelo del surtido al realizar la compra, incluidas referencias que no figuran en la imagen. Precio por unidad.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=9932791";"Peppa Pig - Playset Vamos al Cole";"Comprar Peppa Pig - Playset Vamos al Cole - El Playset muy completo  Peppa Pig  de la famosa cerdita muy atrevida y un poco mandona de la serie de TV. Playset completo que incluye 7 figuras articuladas, 3 pupitres, pizarra y escenario de clase. ¡Que ganas tengo de llegar a clase con nuestra Madame Gazelle y todos mis amigos! Edad indicada +36 meses.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=94466431";"Transformers - Figura 1 Paso Mágico - Autobot Drift";"Comprar Transformers - Figura 1 Paso Mágico - Autobot Drift - Transformers - Figura 1 Paso Mágico - Autobot Drift, una figura transformable de Autobot Drift ¡más allá de lo que los ojos pueden ver!! ¡Transformación en un solo paso! Una transformación única del personaje. Cada personaje Transformers 1 Paso Mágico tiene diferentes estilos de transformación. Cada personaje se vende por separado ¡Colecciónalos! Edad recomendada: +5 años.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=94466421";"Transformers - Figura 1 Paso Mágico - Optimus Prime";"Comprar Transformers - Figura 1 Paso Mágico - Optimus Prime - Transformers - Figura 1 Paso Mágico - Optimus Prime, una figura transformable de Optimus Prime ¡más allá de lo que los ojos pueden ver!! ¡Transformación en un solo paso! Una transformación única del personaje. Cada personaje Transformers 1 Paso Mágico tiene diferentes estilos de transformación. Cada personaje se vende por separado ¡Colecciónalos! Edad recomendada: +5 años.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=94074291";"Minnie Mouse - Pupitre Minnie";"Comprar Minnie Mouse - Pupitre Minnie - Minnie Mouse - Pupitre Minnie, un asiento pupitre que tiene compartimento extraÃ­ble para almacenar debajo del asiento y soporte para vasos, bebidas o accesorios en el pupitre. Con decoraciones y los colores de Minnie Mouse y su amiga Daisy, cumple las normas de seguridad JPMA.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=94073681";"Disney - Mickey - Mesa + 2 Sillas";"Comprar Disney - Mickey - Mesa + 2 Sillas -  Mesa + 2 Sillas Mickey , un conjunto de mesa (60 x 60 cm) y dos sillas de Mickey Mouse (58 x 30 x 30 cm) en MDF para que los pequeños jueguen, coloreen, lean, aprendan. Todo ello con la compañía del mítico y emblemático personaje de Disney, Mickey Mouse. La mesa y las sillas con un diseño colorido para que siempre tengan una sonrisa mientras llevan a cabo sus actividades.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=93650111";"Monster High - Frankie Megavóltica";"Comprar Monster High - Frankie Megavóltica - Monster High - Frankie Megavóltica, una muñeca Frankie Stein de alto voltaje con un look de lo más electrizante y un conjunto muy cargado de relámpagos. Incluye también una figura de Znap. Con la ayuda de su amigo de la película, Znap, Frankie presenta funciones interactivas. Cuando la figura de Znap entra en contacto con Frankie Stein, Frankie responde con uno de los cuatro espectáculos de luces y sonidos. Por ejemplo, ¡su pelo se ilumina de color verde con el sonido de una risa o se activa un espectáculo de luces de colores! ¡Juega una y otra vez! ¡Haz que tus escenas preferidas de la nueva película Electrificadas de  Monster High  cobren vida! Funciona con 3 pilas de botón LR44. Pilas incluidas. Edad recomendada: +6 años.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=93227931";"Mickey Mouse - Juguetero Madera Mickey";"Comprar Mickey Mouse - Juguetero Madera Mickey - Mickey Mouse - Juguetero Madera Mickey, un juguetero en MDF, robusto y con paneles impresos de  Mickey . Fácil de montar. Dimensiones: 60 x 36 x 39 cm, aproximadamente. Ideal para guardar juguetes, además de incentivar los niños a ordenar.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=31819751";"Disney - Sillón Minnie Fashionista (varios modelos)";"Comprar Disney - Sillón Minnie Fashionista (varios modelos) - Sillón Minnie (varios modelos), un precioso y muy cómodo complemento para la habitación con el dibujo del personaje favorito de los niños, la Minnie. Color rosa. Dimensiones: 32 x 42 x 46 cm. Edad recomendada + 12 meses. Varios modelos. La selección del modelo se hará según la disponibilidad. Puedes recibir cualquier modelo del surtido al realizar la compra, incluidas referencias que no figuran en las fotos. Precio por unidad.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=4870511";"Pack 6 Botes + 6 Botes de Regalo";"Comprar Pack 6 Botes + 6 Botes de Regalo - Ahora con este  pack  disfrutarÃ¡s el  doble  con la  plastilina   Playdoh , porque compras 6 botes y te llevas 6 mÃ¡s de regalo. Aprovecha esta oportunidad!!";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=19665861";"Universe of Imagination - Pizarra Doble Cara - Rosa";"Comprar Universe of Imagination - Pizarra Doble Cara - Rosa - Universe of Imagination - Pizarra Doble Cara - Rosa un caballete con pizarra de doble cara (1 magnética y 1 para tiza), borrador, soporte para accesorios, vasos para colocar las pinturas y soporte para papel de 30 cm. El caballete es plegable y se puede colocar en varias posiciones. Dimensiones aproximadas del caballete pizarra montado: 101,6 x 45,72 x 50,29 cm. NO incluye material de pintura y dibujo. Edad recomendada: +3 años.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=15820411";"Play-Doh - Confitería Glasé";"Comprar Play-Doh - Confitería Glasé -  Play-Doh - Confitería Glasé , la Pastelería Dulce Diversión de Play-Doh para sorprende a los amigos. Permite prepara las galletas y tartas más variadas, decoradas como más guste. ¡El ""glaseado"" parece de vedad! Incluye 4 botes de pasta de modelar Play-Doh de colores diferentes. Edad recomendada: +3 años.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=13114851";"Disney - Art Attack Taller de Alfarería";"Comprar Disney - Art Attack Taller de Alfarería - Torno alfarero  Disney  para crear todo lo que puedas imaginar. Moldea con el torno eléctrico y realiza tus propias creaciones. ¡Crea fantásticos objetos de barro y libera tu imaginación! Es un juego ideal para potenciar la creatividad de los más pequeños y que se conviertan en auténticos artistas. Incluye: torno con paleta porta-colores, motor para el torno, 250 grs. de arcilla, vasos, pincel y diferentes utensilios accesorios, 6 colores acrílicos, pegatinas decorativas y manual de instrucciones. Edad indicada + 7 años.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=94644771";"Totally Me - Set Cuentas de Madera";"Comprar Totally Me - Set Cuentas de Madera - Totally Me - Set Cuentas de Madera, para crear tus pulseras, collares y llaveros. Un total de más de 3000 cuentas de madera de varios colores. Incluye: 12 colgantes, 6 cordones elásticos, 6 cordones de algodón, manual de instrucciones y diversos accesorios. Exclusivo  Toys R Us . Edad recomendada + 5 años.  Los colores y contenidos pueden diferir ligeramente de los de la imágenes.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=94644761";"Totally Me - Cuentas de Ensueño 3 en 1";"Comprar Totally Me - Cuentas de Ensueño 3 en 1 - Totally Me - Cuentas de Ensueño 3 en 1, un set que contiene más de 2000 cuentas de colores distintos, 6 hilos, 12 elásticos, 2 cuerdecillas de algodón, 10 metros de hilo de pesca, 2 hilos transparentes, 10 cierres y 6 clips para pendientes. Todo en una caja con 3 partes y un soporte central que tiene 2 ganchos para colgar las creaciones. Además, incluye también instrucciones. Un completo set Totally Me para crear la propia bisutería de cuentas y que sólo se puede encontrar en  Toys R Us . Edad recomendada: +6 años.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=94644751";"Totally Me - Set de Cuentas Glamour";"Comprar Totally Me - Set de Cuentas Glamour - Set de Cuentas Glamour de Totally Me, muy completo y creativo para hacer collares, pulseras...¡Puedes mezclar, combinar y hacer todo tipo de piezas diferentes a tu gusto! Más de 650 piezas para el diseño de todo tipo de accesorios brillantes de diferentes colores para todos los gustos. Incluye instrucciones. Exclusivo  Toys R Us . Edad recomendada + 6 años.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=94301231";"Universe of Imagination - Set Pasta Unicornio";"Comprar Universe of Imagination - Set Pasta Unicornio - Crea unicornios brillantes e hilarantes con este set de pasta unicornios Universe of Imagination. Deja que tu imaginación vuele a medida que crea unicornios. ¡Los unicornios brillan en la oscuridad! Vas a poder crear todo el tipo de unicornios. Incluye: 3 botes de pasta (cada 56 g), 20 accesorios brillantes, 25 accesorios, 6 moldes unicornio, 2 herramientas de amasar, 1 tapete de juego, extrusora y rodillos. Un total de 35 piezas. ¡Crea unicornios fosforescentes! Exclusivo  Toys R Us . Edad recomendada + 3 años.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=94301031";"Universe of Imagination - Set de Pasta Familia Divertida";"Comprar Universe of Imagination - Set de Pasta Familia Divertida - Universe of Imagination - Set de Pasta Familia Divertida. Increíble plastilina totalmente moldeable y de llamativos colores. Para moldear los diferentes accesorios para familia divertida. Colores: Rojo, azul y amarillo. Con accesorios como bigotes, gafas, nariz, ojos y pies, puedes personalizar completamente la familia. Tiene en total 41 piezas. Exclusivo  Toys R Us . Edad recomendada + 4 años.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=79058631";"Bolígrafo 3D (varios colores)";"Comprar Bolígrafo 3D (varios colores) - Bolígrafo 3D Rosa, un boli con adaptador de corriente y un filamento PLA para creaciones en 3D. Sin apenas ruido, el Bolígrafo 3D tiene 18,4 cm de largo y la boquilla de 0,4 mm de diámetro, es ligero, y se pueden controlar la velocidad y la temperatura (160&desg;C a 260&deg;). Incluye un botón para quitar el filamento. Mientras dibuja, con este boli, el filamento sale ya derretido por la boquilla. Este filamento se solidifica instantáneamente, por lo tanto, este bolígrafo se puede utilizar en cualquier superficie por cualquier persona que pueda utilizar un lápiz. Edad recomendada: +8 años. El PLA es un Polímero de Ácido Láctico (Biodegradable) procedente del almidón de maíz, Yuca, Mandioca, o Caña de Azúcar.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=59999461";"Yo-Kai Watch - Sobre Sorpresa Medallas (varios modelos)";"Comprar Yo-Kai Watch - Sobre Sorpresa Medallas (varios modelos) - Yo-Kai Watch - Sobre Sorpresa Medallas (varios modelos), un sobre con 3 medallas Yo-Kai. Son sorpresa y una de ellas puede ser una medalla Legendaria. Se puede jugar con ellas con el reloj, coleccionar en el álbum y escanearlas en la App. ¡Son las medallas de los Yo-Kai! Edad recomendada: +4 años. Varios modelos. La selección del modelo se hará según la disponibilidad. Puedes recibir cualquier modelo del surtido al realizar la compra, incluidas referencias que no figuran en las fotos. Precio por unidad.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=58190881";"Yo-Kai - Álbum de Colección Medallium";"Comprar Yo-Kai - Álbum de Colección Medallium - Yo-Kai - Álbum de Colección Medallium, un álbum que incluye 4 páginas para guardar todas las medallas, 1 medalla metalizada exclusiva y 2 páginas especiales de tribu. ¡El Álbum de Colección Medallium de la serie Yo-Kai Watch! Edad recomendada: +4 años.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=55867011";"Play-Doh - Mini Vehículo Town (varios modelos)";"Comprar Play-Doh - Mini Vehículo Town (varios modelos) - Play-Doh - Mini Vehículo Town (varios modelos), un set da Play-Doh Town que incluye 1 vehículo, 1 figura, accesorios y 3 botes de pasta Play-Doh. Disfruta con los surtidos de vehículos de Town: &iquest;qué prefieres repartidor de pizza o Policía? Crea pizzas sin parar o dirige el tráfico de la ciudad! Edad recomendada: +3 años. Varios modelos: Repartidor de pizza o Policía. La selección del modelo se hará según la disponibilidad. Puedes recibir cualquier modelo del surtido al realizar la compra, incluidas referencias que no figuran en las fotos. Precio por unidad.";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=4940951";"Kit Yupi de globos con inflador";"Comprar Kit Yupi de globos con inflador - Para que no falten  globos  en tu fiesta, ahora tienes este  surtido de globos  ¡Con Inflador!";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=89615511";"Trolls - Mantel Fiesta";"Comprar Trolls - Mantel Fiesta - Original mantel de plástico de la película Trolls. Perfecto para fiestas con la temática Trolls. Será la fiesta más colorida y divertida que te puedas imaginar. El centro del mantel tiene una ilustración de círculos de colores para que la fiesta sea aún más divertida.   Dimensiones: 120 x 180 cm, aproximadamente. Material: Plástico.  Trolls, la película cuenta la historia detrás de los queridos Trolls y de sus melenas de colores que desafían la gravedad. Una aventura épica que lleva a Poppy y a Branch mucho más lejos del único mundo que hasta entonces han conocido, en una búsqueda que pondrá a prueba su fuerza y les revelará sus verdaderos colores - ¡sin escasez alguna de números musicales por el camino!";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=89615501";"Trolls - Servilletas";"Comprar Trolls - Servilletas - Bonitas servilletas de doble capa, resistentes, de la película Trolls. Perfecto para fiestas con la temática Trolls. Será la fiesta más colorida y divertida que te puedas imaginar. Incluye 20 servilletas. Dimensiones: 33 x 33 cm, aproximadamente.  Trolls, la película cuenta la historia detrás de los queridos Trolls y de sus melenas de colores que desafían la gravedad. Una aventura épica que lleva a Poppy y a Branch mucho más lejos del único mundo que hasta entonces han conocido, en una búsqueda que pondrá a prueba su fuerza y les revelará sus verdaderos colores - ¡sin escasez alguna de números musicales por el camino!";"product";"es_ES"
"http://www.toysrus.es/product/index.jsp?productId=89615491";"Trolls - Vasos Fiesta";"Comprar Trolls - Vasos Fiesta - Bonitos vasos de plástico de la película Trolls. Perfecto para fiestas con la temática Trolls. Será la fiesta más colorida y divertida que te puedas imaginar. Capacidad 200 ml. Paquete de 8 vasos.  Trolls, la película cuenta la historia detrás de los queridos Trolls y de sus melenas de colores que desafían la gravedad. Una aventura épica que lleva a Poppy y a Branch mucho más lejos del único mundo que hasta entonces han conocido, en una búsqueda que pondrá a prueba su fuerza y les revelará sus verdaderos colores - ¡sin escasez alguna de números musicales por el camino!";"product";"es_ES"
